10.01,501,502,442
1492105,0.13,-0.14,-10.32,-0.00,-0.05,0.01,502,503,445
1502106,0.09,-0.08,-10.36,-0.01,-0.05,0.01,507,507,458
1512105,0.10,-0.07,-10.31,-0.01,-0.05,0.01,508,509,488
1522105,0.04,-0.09,-10.30,-0.01,-0.05,0.01,508,508,486
1532105,-0.13,-0.01,-10.31,-0.01,-0.04,0.04,508,509,469
1542105,-0.11,-0.11,-10.34,-0.01,-0.01,0.09,506,508,472
1653382,-0.11,-0.11,-10.34,-0.01,-0.01,0.09,508,510,503
1662105,0.10,0.03,-10.31,0.00,-0.04,0.26,507,508,447
1672105,-0.92,0.51,-10.42,0.00,-0.03,0.05,507,509,463
1682105,-0.01,-0.11,-10.31,0.00,-0.04,0.01,502,508,489
1692105,0.11,-0.08,-10.30,0.00,-0.04,0.01,507,507,466
1702105,0.06,-0.06,-10.32,0.00,-0.04,0.01,508,508,462
1712105,0.06,-0.09,-10.39,0.00,-0.04,0.01,507,508,517
1722105,0.07,-0.08,-10.34,-0.00,-0.04,0.01,508,509,469
1732106,0.12,-0.09,-10.35,0.00,-0.05,0.01,508,508,467
1742105,0.09,-0.09,-10.31,0.00,-0.04,0.01,507,508,478
1752105,0.11,-0.09,-10.28,-0.01,-0.04,0.01,507,508,480
1762105,0.06,-0.06,-10.37,0.00,-0.04,0.01,508,509,470
1772105,0.03,-0.09,-10.34,0.00,-0.04,0.01,508,509,488
1782105,0.10,-0.07,-10.33,0.00,-0.03,0.01,508,509,488
1792105,0.05,-0.11,-10.30,0.01,-0.03,0.01,507,509,491
1802105,0.07,-0.11,-10.28,0.00,-0.03,0.01,507,509,492
1812105,0.08,-0.07,-10.31,0.00,-0.03,0.01,507,508,464
1822105,0.11,-0.12,-10.30,0.00,-0.03,0.01,507,508,476
1832105,0.13,-0.07,-10.30,0.00,-0.03,0.01,508,509,463
1842105,0.04,-0.10,-10.33,-0.00,-0.03,0.01,507,508,448
1852105,0.09,-0.08,-10.35,0.00,-0.03,0.01,507,508,474
1862105,0.09,-0.11,-10.31,0.00,-0.04,0.01,508,509,484
1872105,0.09,-0.09,-10.30,0.00,-0.03,0.01,507,509,440
1882106,0.06,-0.08,-10.31,0.00,-0.03,0.01,507,508,480
1892105,0.06,-0.10,-10.27,0.01,-0.03,0.01,507,509,443
1902105,0.06,-0.06,-10.37,0.00,-0.03,0.01,508,509,486
1912105,0.06,-0.11,-10.32,0.01,-0.04,0.01,508,509,473
1922105,0.04,-0.10,-10.32,0.00,-0.03,0.01,508,509,463
1932105,0.07,-0.12,-10.35,0.00,-0.03,0.01,503,509,491
